"id","country","district","gender","trial","item_A","item_B","item_C","best_overall","worst_overall","best_taste","worst_taste","best_color","worst_color","best_describe","worst_describe","community","age","geno_test","region"
"006","Uganda","Gulu","Woman","community","Naspot 12","Kakamega","Naspot 10","A","C","B","A","B","A","Sweetand has high dry matter","Low dry matter",NA,NA,NA,NA
"008","Uganda","Gulu","Woman","community","Naspot 10","Naspot 12","Naspot 13","B","A","B","A","C","A","Not wet but sweet","Very wet and not sweet",NA,NA,NA,NA
"009","Uganda","Gulu","Woman","community","Kakamega","Naspot 12","Naspot 10","B","C","B","C","A","B","It tastes nice","It's tasteless",NA,NA,NA,NA
"012","Uganda","Gulu","Woman","community","Naspot 10","Ejumula","Naspot 12","B","A","B","A","C","B","Sweet","It's not sweet and wet",NA,NA,NA,NA
"014","Uganda","Gulu","Woman","community","Naspot 13","Kakamega","Naspot 10","A","B","C","B","A","C","Very good","It's not sweet",NA,NA,NA,NA
"015","Uganda","Gulu","Woman","community","Kakamega","Naspot 12","Naspot 8","C","A","C","A","C","A","Very nice","It's not sweet an the color is not good",NA,NA,NA,NA
"016","Uganda","Gulu","Woman","community","Naspot 10","Naspot 13","Kakamega","B","A","B","A","B","C","Very sweet","It's so soft",NA,NA,NA,NA
"017","Uganda","Gulu","Woman","community","Naspot 12","Naspot 8","Ejumula","A","B","C","A","A","B","Has a good smell and high dry matter content","Has a low dry matter content",NA,NA,NA,NA
"018","Uganda","Gulu","Woman","community","Kakamega","Naspot 10","Naspot 13","B","C","B","C","A","B","It's sweet","It's watery",NA,NA,NA,NA
"019","Uganda","Gulu","Woman","community","Naspot 12","Naspot 10","Naspot 13","C","A","C","A","B","C","It's sweet and the smell is good","the smell",NA,NA,NA,NA
"020","Uganda","Gulu","Woman","community","Ejumula","Naspot 8","Naspot 12","A","B","A","B","C","A","It's sweet","Bad smell and fibrous",NA,NA,NA,NA
"021","Uganda","Gulu","Woman","community","Ejumula","Naspot 13","Naspot 8","C","B","C","B","A","C","Sweet","Watery",NA,NA,NA,NA
"022","Uganda","Gulu","Woman","community","Naspot 8","Naspot 13","Naspot 12","C","B","C","B","C","A","Sweet and good","Not sweet",NA,NA,NA,NA
"023","Uganda","Gulu","Woman","community","Ejumula","Naspot 13","Kakamega","A","B","A","B","A","B","Tastes sweet and has good dry matter","Has low dry matter content",NA,NA,NA,NA
"024","Uganda","Gulu","Man","community","Naspot 8","Ejumula","Kakamega","B","A","B","A","C","B","Sweet","Not sweet",NA,NA,NA,NA
"026","Uganda","Gulu","Woman","community","Kakamega","Naspot 8","Naspot 10","B","C","B","C","A","B","Sweet, nice","Sweet",NA,NA,NA,NA
"027","Uganda","Gulu","Woman","community","Naspot 13","Naspot 12","Ejumula","C","A","C","A","B","C","Sweetness","Watery and not sweet",NA,NA,NA,NA
"031","Uganda","Gulu","Woman","community","Ejumula","Naspot 12","Naspot 13","A","C","B","A","A","B","Sweet, dry matter content is good","It is wet",NA,NA,NA,NA
"032","Uganda","Gulu","Woman","community","Naspot 12","Kakamega","Naspot 8","C","B","C","B","A","C","Sweetness","Not sweet",NA,NA,NA,NA
"033","Uganda","Gulu","Man","community","Naspot 8","Naspot 12","Naspot 13","B","C","B","C","B","A","Very nice and sweet","So soft and wet",NA,NA,NA,NA
"034","Uganda","Gulu","Man","community","Naspot 10","Kakamega","Ejumula","B","A","B","A","C","B","Very sweet and nice","Wet and full of threads",NA,NA,NA,NA
"035","Uganda","Gulu","Woman","community","Kakamega","Naspot 10","Naspot 13","C","A","C","A","B","C","It's sweet","It's watery",NA,NA,NA,NA
"036","Uganda","Gulu","Woman","community","Naspot 8","Ejumula","Naspot 13","B","C","B","A","B","A","It's sweet and nice","It has low dry matter content",NA,NA,NA,NA
"037","Uganda","Gulu","Woman","community","Naspot 12","Naspot 13","Naspot 10","B","C","B","C","A","B","It smells good","Watery",NA,NA,NA,NA
"038","Uganda","Gulu","Woman","community","Naspot 13","Kakamega","Naspot 10","B","C","B","C","A","B","It's sweet, smells good","It's watery and has a bad smell",NA,NA,NA,NA
"039","Uganda","Gulu","Woman","community","Naspot 10","Naspot 8","Naspot 13","B","C","B","C","A","B","Sweet","Too sweet",NA,NA,NA,NA
"044","Uganda","Gulu","Woman","community","Kakamega","Naspot 10","Naspot 8","C","B","C","B","A","C","Sweet","Watery",NA,NA,NA,NA
"045","Uganda","Gulu","Woman","community","Kakamega","Ejumula","Naspot 13","A","C","A","C","B","A","Moderately hard and sweet","Not sweet and very wet",NA,NA,NA,NA
"047","Uganda","Gulu","Woman","community","Naspot 10","Naspot 8","Kakamega","A","B","A","B","C","A","It's sweet and nice","Too swee and wet",NA,NA,NA,NA
"049","Uganda","Gulu","Woman","community","Naspot 12","Naspot 10","Ejumula","C","B","C","B","A","C","It's sweet and palatable","It is watery",NA,NA,NA,NA
"050","Uganda","Gulu","Woman","community","Ejumula","Naspot 13","Kakamega","A","B","A","B","A","C","So nice and good","Soft and wet",NA,NA,NA,NA
"051","Uganda","Gulu","Woman","community","Naspot 13","Ejumula","Kakamega","B","A","B","A","C","B","Moderately hard and sweet","Very wet and not sweet",NA,NA,NA,NA
"052","Uganda","Gulu","Woman","community","Kakamega","Naspot 8","Naspot 10","B","C","B","C","A","B","Moderately dry and sweet","It's watery",NA,NA,NA,NA
"053","Uganda","Gulu","Woman","community","Naspot 10","Naspot 13","Naspot 12","C","A","C","B","C","B","Sweet nice","Sweet and nice",NA,NA,NA,NA
"054","Uganda","Gulu","Woman","community","Kakamega","Naspot 13","Naspot 10","C","A","C","A","C","B","Smells good, moderately hard, sweet","Not sweet, wet and too much fibre",NA,NA,NA,NA
"059","Uganda","Gulu","Woman","community","Naspot 8","Naspot 12","Naspot 13","A","C","A","C","B","A","Sweet","Not sweet",NA,NA,NA,NA
"063","Uganda","Soroti/Serere","Man","community","Kakamega","Naspot 12","Naspot 13","A","B","A","C","C","B","It is sweet as sugar","not as sweet as sugar",NA,NA,NA,NA
"067","Uganda","Soroti/Serere","Woman","community","Ejumula","Naspot 10","Naspot 13","A","C","A","C","B","A","NR","NR",NA,NA,NA,NA
"068","Uganda","Soroti/Serere","Man","community","Naspot 8","Naspot 10","Naspot 13","A","B","A","B","C","A","very sweet","so watery",NA,NA,NA,NA
"074","Uganda","Soroti/Serere","Man","community","Naspot 8","Naspot 12","Ejumula","C","B","C","B","A","C","It is very good and nice","It has no good taste",NA,NA,NA,NA
"075","Uganda","Soroti/Serere","Man","community","Naspot 8","Naspot 10","Naspot 13","B","C","B","C","A","B","the taste is very good","It is not good",NA,NA,NA,NA
"076","Uganda","Soroti/Serere","Woman","community","Naspot 13","Naspot 8","Naspot 12","A","C","A","C","B","A","sweet and nice taste","tasteless and hard",NA,NA,NA,NA
"078","Uganda","Soroti/Serere","Man","community","Kakamega","Naspot 13","Ejumula","C","A","C","A","B","C","sweet flavor","sweet and tasty",NA,NA,NA,NA
"080","Uganda","Soroti/Serere","Man","community","Naspot 13","Ejumula","Kakamega","A","B","A","C","C","A","it is most sugary than others","It is sweet",NA,NA,NA,NA
"086","Uganda","Soroti/Serere","Man","community","Naspot 8","Naspot 12","Naspot 13","A","B","A","B","C","A","Very suitable in taste","It is not good in taste",NA,NA,NA,NA
"088","Uganda","Soroti/Serere","Man","community","Naspot 13","Ejumula","Naspot 8","B","A","B","A","C","B","It was sweet","It is not sweet",NA,NA,NA,NA
"090","Uganda","Soroti/Serere","Woman","community","Kakamega","Naspot 10","Naspot 12","A","C","A","C","B","A","sweet","sweet and tasty",NA,NA,NA,NA
"093","Uganda","Soroti/Serere","Man","community","Kakamega","Naspot 12","Naspot 8","A","C","A","C","B","A","it is so sweet for me","at times it is so smelly",NA,NA,NA,NA
"095","Uganda","Soroti/Serere","Man","community","Kakamega","Naspot 8","Naspot 13","C","B","C","B","A","C","This SP is so sweet without salt","It's tasteless",NA,NA,NA,NA
"097","Uganda","Soroti/Serere","Woman","community","Ejumula","Naspot 8","Kakamega","C","B","C","B","A","C","It appetises and the odor is also good","not sweet enough, mealy",NA,NA,NA,NA
"101","Uganda","Soroti/Serere","Man","community","Naspot 10","Ejumula","Naspot 8","B","C","B","C","A","B","sweet and enjoyable","It is not very sweet and the odour is not pleasing",NA,NA,NA,NA
"102","Uganda","Soroti/Serere","Man","community","Naspot 12","Naspot 13","Ejumula","C","B","C","A","A","C","sweet","less sugar",NA,NA,NA,NA
"061","Uganda","Soroti/Serere","Woman","community","Naspot 12","Kakamega","Naspot 13","C","A","C","A","B","C","sweetest of all","tasteless",NA,NA,NA,NA
"062","Uganda","Soroti/Serere","Man","community","Naspot 8","Naspot 12","Naspot 13","C","A","C","A","C","B","Sweeter than others","A bit tasteless",NA,NA,NA,NA
"064","Uganda","Soroti/Serere","Man","community","Naspot 13","Naspot 10","Naspot 12","A","C","A","C","B","A","Tates sweeter than others","Almost tasteless",NA,NA,NA,NA
"065","Uganda","Soroti/Serere","Man","community","Kakamega","Naspot 12","Ejumula","A","B","C","B","A","C","Sweet","Not sweet",NA,NA,NA,NA
"066","Uganda","Soroti/Serere","Woman","community","Naspot 8","Naspot 13","Naspot 12","B","C","B","C","A","B","Sweeter than others","It has alot of threads in it",NA,NA,NA,NA
"069","Uganda","Soroti/Serere","Woman","community","Naspot 10","Ejumula","Naspot 8","B","A","B","A","C","B","Very sweet","No taste and has fibres",NA,NA,NA,NA
"070","Uganda","Soroti/Serere","Woman","community","Naspot 8","Kakamega","Naspot 12","B","C","B","C","A","B","Has a good taste","Tasteless",NA,NA,NA,NA
"071","Uganda","Soroti/Serere","Man","community","Naspot 12","Naspot 13","Naspot 10","B","A","B","A","C","B","Sweet and nice","Tasteless",NA,NA,NA,NA
"072","Uganda","Soroti/Serere","Man","community","Ejumula","Naspot 12","Naspot 8","A","C","A","C","B","A","Very sweet","Not good",NA,NA,NA,NA
"073","Uganda","Soroti/Serere","Woman","community","Naspot 8","Naspot 13","Kakamega","A","C","A","C","B","A","Very sweet and nice","Not sweet",NA,NA,NA,NA
"077","Uganda","Soroti/Serere","Woman","community","Naspot 8","Naspot 13","Naspot 10","B","C","B","C","A","B","Too sweet and attractive in color","Watery",NA,NA,NA,NA
"079","Uganda","Soroti/Serere","Man","community","Naspot 13","Naspot 10","Ejumula","A","B","A","B","C","B","Soft and sweet","Watrey",NA,NA,NA,NA
"081","Uganda","Soroti/Serere","Man","community","Naspot 12","Naspot 8","Kakamega","A","C","A","B","B","A","More orange and attractive","sweets",NA,NA,NA,NA
"082","Uganda","Soroti/Serere","Man","community","Kakamega","Naspot 10","Naspot 8","A","B","A","B","C","A","Very sweet","Not appetizing in its taste and color",NA,NA,NA,NA
"083","Uganda","Soroti/Serere","Man","community","Naspot 10","Kakamega","Naspot 12","B","A","B","A","C","B","Sweet and appetizing","Tasteless",NA,NA,NA,NA
"084","Uganda","Soroti/Serere","Man","community","Naspot 12","Naspot 10","Ejumula","C","B","C","B","A","C","Very sweet","Tasteless",NA,NA,NA,NA
"085","Uganda","Soroti/Serere","Man","community","Ejumula","Naspot 13","Naspot 10","C","A","C","A","B","C","Sweet","Taste is worst because of color",NA,NA,NA,NA
"087","Uganda","Soroti/Serere","Man","community","Naspot 8","Kakamega","Ejumula","C","A","C","A","B","C","Sweet","Not good",NA,NA,NA,NA
"089","Uganda","Soroti/Serere","Man","community","Naspot 13","Kakamega","Naspot 8","B","A","B","A","C","B","Makes one drink water","Watery",NA,NA,NA,NA
"091","Uganda","Soroti/Serere","Woman","community","Ejumula","Naspot 10","Naspot 12","A","C","A","C","B","A","Sweet and nice","Sweet and tasty",NA,NA,NA,NA
"092","Uganda","Soroti/Serere","Woman","community","Naspot 10","Kakamega","Ejumula","C","A","C","A","B","C","Very nice","Tasteless",NA,NA,NA,NA
"094","Uganda","Soroti/Serere","Man","community","Kakamega","Naspot 13","Naspot 8","A","B","A","B","C","A","Sweet","It had threads",NA,NA,NA,NA
"096","Uganda","Soroti/Serere","Man","community","Naspot 12","Kakamega","Naspot 13","B","A","B","A","C","B","Sweet and can be eaten without salt","Its mealiness needs water when eating",NA,NA,NA,NA
"098","Uganda","Soroti/Serere","Man","community","Naspot 10","Ejumula","Naspot 13","B","A","B","A","C","B","Sweet taste","Taste is not good",NA,NA,NA,NA
"099","Uganda","Soroti/Serere","Man","community","Kakamega","Naspot 12","Naspot 13","A","B","A","B","C","A","Sweet and nice","Not tasty",NA,NA,NA,NA
"100","Uganda","Soroti/Serere","Man","community","Ejumula","Naspot 8","Naspot 12","A","C","A","C","B","A","Tasty and looks nice","Tasteless",NA,NA,NA,NA
"104","Uganda","Soroti/Serere","Man","community","Naspot 8","Ejumula","Naspot 12","B","A","B","C","B","A","A nce aroma, deep orange compared to the rest and shape","Sweet but relatively low dry matter",NA,NA,NA,NA
"110","Uganda","Wakiso","Man","community","Naspot 13","Naspot 10","Kakamega","A","C","B","A","B","A","Very good","Very oft",NA,NA,NA,NA
"112","Uganda","Wakiso","Woman","community","Naspot 10","Ejumula","Naspot 12","B","C","A","C","B","A","sweet, hard, mealy","not sweet, bad smell",NA,NA,NA,NA
"113","Uganda","Wakiso","Woman","community","Ejumula","Naspot 13","Naspot 12","B","C","B","A","A","C","Has a lot of sugar","thready with a bad smell",NA,NA,NA,NA
"119","Uganda","Wakiso","Man","community","Naspot 12","Naspot 10","Naspot 13","C","B","C","B","A","C","It's sweet","no taste",NA,NA,NA,NA
"120","Uganda","Wakiso","Man","community","Ejumula","Naspot 8","Naspot 12","A","C","B","C","A","B","very tasty, sweet","tasteless, less sweet than cassava",NA,NA,NA,NA
"122","Uganda","Wakiso","Woman","community","Naspot 8","Naspot 13","Naspot 12","A","B","A","B","A","C","moderately sweet","too sweet, bad smell",NA,NA,NA,NA
"125","Uganda","Wakiso","Man","community","Kakamega","Naspot 12","Naspot 10","B","A","B","A","C","B","hard","too soft",NA,NA,NA,NA
"128","Uganda","Wakiso","Woman","community","Naspot 13","Kakamega","Naspot 10","B","C","B","A","A","B","slightly sweet","NR",NA,NA,NA,NA
"130","Uganda","Wakiso","Woman","community","Naspot 10","Naspot 12","Naspot 8","C","B","C","B","A","C","sweet and tasty","bad taste, not sweet",NA,NA,NA,NA
"137","Uganda","Wakiso","Woman","community","Naspot 12","Naspot 13","Naspot 10","B","A","B","A","C","B","tastes sweet like honey","tastes like it is not boiled",NA,NA,NA,NA
"144","Uganda","Wakiso","Man","community","Kakamega","Naspot 10","Naspot 8","A","B","A","C","C","B","very tasty","sweet but soft",NA,NA,NA,NA
"148","Uganda","Wakiso","Woman","community","Naspot 8","Naspot 10","Ejumula","A","B","A","B","C","B","very good SP, mealy","not sweet, lacks aroma",NA,NA,NA,NA
"149","Uganda","Wakiso","Woman","community","Naspot 12","Naspot 10","Ejumula","C","A","B","A","C","B","very good SP","tasteless",NA,NA,NA,NA
"151","Uganda","Wakiso","Woman","community","Naspot 13","Ejumula","Kakamega","B","C","A","B","B","C","I think it is good because it is mealy","Has too much sugar yet I dont take sugar",NA,NA,NA,NA
"105","Uganda","Wakiso","Woman","community","Kakamega","Naspot 8","Naspot 12","B","A","B","A","C","B","Very nice","Not sweet",NA,NA,NA,NA
"106","Uganda","Wakiso","Woman","community","Naspot 12","Kakamega","Naspot 10","A","C","A","C","B","A","Sweet and mealy","Sweet and not mealy",NA,NA,NA,NA
"107","Uganda","Wakiso","Man","community","Kakamega","Naspot 8","Naspot 13","B","C","B","C","B","A","Sweet with good smell, not hard when swallowing","looks like it stayed long for four to five days cooked",NA,NA,NA,NA
"108","Uganda","Wakiso","Man","community","Naspot 10","Naspot 12","Naspot 13","A","B","A","B","C","A","Best sweet","Not very sweet",NA,NA,NA,NA
"109","Uganda","Wakiso","Man","community","Kakamega","Naspot 12","Naspot 10","A","B","A","B","A","C","Very sweet and not too hard","Very hard and not sweet",NA,NA,NA,NA
"111","Uganda","Wakiso","Woman","community","Naspot 12","Naspot 10","Naspot 13","B","A","B","A","C","B","Very sweet","Not very sweet",NA,NA,NA,NA
"114","Uganda","Wakiso","Woman","community","Naspot 13","Kakamega","Naspot 10","A","C","A","C","B","A","very sweet and good aroma","Not sweet",NA,NA,NA,NA
"115","Uganda","Wakiso","Woman","community","Kakamega","Naspot 12","Naspot 8","A","C","A","B","B","C","Liittle sugar","Doesnt look nice",NA,NA,NA,NA
"116","Uganda","Wakiso","Woman","community","Naspot 10","Naspot 13","Kakamega","B","C","A","C","B","A","Sweet and hard","Not sweet and has no sugar",NA,NA,NA,NA
"117","Uganda","Wakiso","Woman","community","Naspot 12","Naspot 8","Ejumula","C","A","C","B","B","A","Has good taste","Its not sweet",NA,NA,NA,NA
"118","Uganda","Wakiso","Woman","community","Kakamega","Naspot 10","Naspot 13","A","C","A","C","B","A","Very sweet","Not sweet and bad color",NA,NA,NA,NA
"121","Uganda","Wakiso","Man","community","Ejumula","Naspot 13","Naspot 8","A","C","A","C","B","A","Very sweet","Does not have any sugar",NA,NA,NA,NA
"123","Uganda","Wakiso","Man","community","Ejumula","Naspot 13","Kakamega","C","B","C","A","A","C","Very nice and mealy","Doesnt have sugar and soft",NA,NA,NA,NA
"124","Uganda","Wakiso","Woman","community","Naspot 8","Ejumula","Kakamega","B","C","B","C","A","B","Hardness is good","Bad aroma",NA,NA,NA,NA
"126","Uganda","Wakiso","Woman","community","Kakamega","Naspot 8","Naspot 10","A","B","A","B","C","A","Nice and its hardness","Bad aroma and threads and too soft",NA,NA,NA,NA
"127","Uganda","Wakiso","Man","community","Naspot 13","Naspot 12","Ejumula","C","B","C","A","A","C","Very sweet","Not tasty",NA,NA,NA,NA
"129","Uganda","Wakiso","Man","community","Naspot 12","Ejumula","Naspot 8","B","A","C","B","B","A","Enough sugar",NA,NA,NA,NA,NA
"131","Uganda","Wakiso","Woman","community","Ejumula","Naspot 12","Naspot 13","A","B","A","B","A","B","Very good and sweet","It has threads",NA,NA,NA,NA
"133","Uganda","Wakiso","Man","community","Naspot 8","Naspot 12","Naspot 13","C","B","C","B","C","A","Very sweet","Its mealy",NA,NA,NA,NA
"134","Uganda","Wakiso","Man","community","Naspot 10","Kakamega","Ejumula","B","A","B","C","C","A","Very nice because of the aroma","very soft and not a nice color",NA,NA,NA,NA
"135","Uganda","Wakiso","Woman","community","Kakamega","Naspot 10","Naspot 13","C","A","C","A","B","C","Not not sweet","Not sweet",NA,NA,NA,NA
"136","Uganda","Wakiso","Woman","community","Naspot 8","Ejumula","Naspot 13","B","A","B","A","B","C","Very sweet","Crunchy",NA,NA,NA,NA
"138","Uganda","Wakiso","Woman","community","Naspot 13","Kakamega","Naspot 10","C","B","C","B","A","C","Very weet and mealy","Too orange",NA,NA,NA,NA
"140","Uganda","Wakiso","Woman","community","Naspot 10","Naspot 13","Kakamega","B","C","B","C","A","B","tastes like sugar","very soft and contains no  sugar",NA,NA,NA,NA
"141","Uganda","Wakiso","Woman","community","Kakamega","Ejumula","Naspot 10","B","A","B","C","C","B","The taste is good","Too sweet",NA,NA,NA,NA
"142","Uganda","Wakiso","Woman","community","Ejumula","Naspot 13","Kakamega","C","B","C","B","A","C","Nice pumpkin aroma","Smells like rotten jackfruit (fruity smell)",NA,NA,NA,NA
"143","Uganda","Wakiso","Man","community","Naspot 10","Ejumula","Kakamega","C","A","B","C","C","B","Sweet","Sweet",NA,NA,NA,NA
"145","Uganda","Wakiso","Woman","community","Kakamega","Ejumula","Naspot 13","A","B","A","B","C","A","Nice aroma","Bad aroma",NA,NA,NA,NA
"146","Uganda","Wakiso","Man","community","Naspot 8","Naspot 10","Kakamega","B","A","B","A","C","B","Sweet like sugar","Low in sweetness",NA,NA,NA,NA
"147","Uganda","Wakiso","Man","community","Naspot 10","Naspot 8","Kakamega","A","B","A","B","C","A","Sweet like sugar","Less sweet and soft",NA,NA,NA,NA
"150","Uganda","Wakiso","Woman","community","Ejumula","Naspot 13","Kakamega","A","B","A","C","A","B","Suitably sweet, and mealy","Does not taste good",NA,NA,NA,NA
"153","Uganda","Wakiso","Woman","community","Naspot 10","Naspot 13","Naspot 12","B","C","B","C","A","B","Very sweet","Not sweet",NA,NA,NA,NA
"114_01","Uganda","Soroti/Serere","Woman","home","Naspot 10","Naspot 8","Ejumula","C","B","C","B","C","B","It's orange and sweet in color","The Sp is yellow in color and worst",NA,NA,NA,NA
"114_02","Uganda","Soroti/Serere","Man","home","Naspot 10","Naspot 8","Ejumula","C","B","C","B","C","B","It's sweet and orange in color","Sp is yellow in color and worst",NA,NA,NA,NA
"116_01","Uganda","Soroti/Serere","Woman","home","Kakamega","Naspot 8","Naspot 13","B","C","B","C","A","B","It's so sweet","It's not so sweet",NA,NA,NA,NA
"116_02","Uganda","Soroti/Serere","Man","home","Kakamega","Naspot 8","Naspot 13","B","C","B","C","A","B","It's so good and very sweet","The taste is not so good",NA,NA,NA,NA
"129_01","Uganda","Soroti/Serere","Man","home","Naspot 13","Kakamega","Naspot 10","A","C","A","B","B","C","It's very sweet and it's not watery","It is not sweet because it is watery",NA,NA,NA,NA
"130_02","Uganda","Soroti/Serere","Woman","home","Naspot 8","Naspot 10","Ejumula","C","A","C","B","B","A","It was sweet","It had overstayed",NA,NA,NA,NA
"136_01","Uganda","Soroti/Serere","Woman","home","Naspot 8","Kakamega","Naspot 10","B","A","B","A","C","B","It's very sweet","It's tasteless",NA,NA,NA,NA
"143_01","Uganda","Soroti/Serere","Woman","home","Naspot 8","Kakamega","Naspot 12","B","C","B","C","A","B","The taste of swet potato B is sweet","The taste of SP B is sweeter",NA,NA,NA,NA
"143_02","Uganda","Soroti/Serere","Woman","home","Naspot 8","Kakamega","Naspot 12","B","C","B","C","A","B","The taste of SP B is sweet","The taste of SP B is sweeter",NA,NA,NA,NA
"143_03","Uganda","Soroti/Serere","Man","home","Naspot 8","Kakamega","Naspot 12","B","C","B","C","A","B","The taste of SP B is sweet","The taste of SP B is sweeter",NA,NA,NA,NA
"147_01","Uganda","Soroti/Serere","Man","home","Kakamega","Naspot 12","Naspot 10","C","B","C","B","A","C","It was very sweet and appetising","It was not appetising in taste and appearance",NA,NA,NA,NA
"147_02","Uganda","Soroti/Serere","Man","home","Kakamega","Naspot 12","Naspot 10","C","B","C","B","A","C","It was very sweet","According to me B was not sweet",NA,NA,NA,NA
"147_03","Uganda","Soroti/Serere","Woman","home","Kakamega","Naspot 12","Naspot 10","A","B","A","B","C","A","It was more appetising and very sweet","It was not appetising esspecially  in taste and aroma",NA,NA,NA,NA
"156_01","Uganda","Soroti/Serere","Man","home","Naspot 10","Naspot 12","Naspot 8","A","B","A","B","C","A","It is very soft","Because it is very sweet",NA,NA,NA,NA
"156_02","Uganda","Soroti/Serere","Woman","home","Naspot 10","Naspot 12","Naspot 8","C","B","C","B","A","C","It is very soft and sweet","Beacuse it is very sweet more than others",NA,NA,NA,NA
"156_03","Uganda","Soroti/Serere","Woman","home","Naspot 10","Naspot 12","Naspot 8","A","B","A","C","C","B",NA,"Because it is very sweet",NA,NA,NA,NA
"101_01","Uganda","Soroti/Serere","Woman","home","Naspot 10","Naspot 8","Ejumula","C","A","C","B","B","C","The taste is of sugar","It has a smell and is tasteless",NA,NA,NA,NA
"101_02","Uganda","Soroti/Serere","Woman","home","Naspot 10","Naspot 8","Ejumula","C","A","C","B","B","C","The taste is like of sugar","It has a smell and is tasteless",NA,NA,NA,NA
"102_01","Uganda","Soroti/Serere","Woman","home","Naspot 13","Kakamega","Naspot 12","A","C","A","C","B","A","Tasteful and good in size","Tasteless and not good to be eaten",NA,NA,NA,NA
"102_02","Uganda","Soroti/Serere","Man","home","Naspot 13","Kakamega","Naspot 12","B","C","B","C","A","B","so hood tasteful and sweet","Tasteless",NA,NA,NA,NA
"102_03","Uganda","Soroti/Serere","Man","home","Naspot 13","Kakamega","Naspot 12","B","C","B","C","A","B","having good taste like of sugar","taste was like the SP was damaged",NA,NA,NA,NA
"103_01","Uganda","Soroti/Serere","Woman","home","Ejumula","Kakamega","Naspot 8","A","B","A","B","C","A","It's sweet as sugar","It's not very sweet",NA,NA,NA,NA
"104_01","Uganda","Soroti/Serere","Man","home","Naspot 12","Naspot 13","Naspot 10","B","C","B","C","A","B","Very appetising","not appetising",NA,NA,NA,NA
"104_02","Uganda","Soroti/Serere","Woman","home","Naspot 12","Naspot 13","Naspot 10","B","C","B","C","A","B","It is very appetising","not appetising",NA,NA,NA,NA
"104_03","Uganda","Soroti/Serere","Woman","home","Naspot 12","Naspot 13","Naspot 10","B","C","B","C","A","B","very appetising","not appetising",NA,NA,NA,NA
"105_01","Uganda","Soroti/Serere","Man","home","Ejumula","Naspot 13","Naspot 8","A","C","A","B","B","C","The sweetpotato taste is like of sugar","sugar tasting",NA,NA,NA,NA
